Product,Quality,Form,Country / Region,Producer Scope,Price level (INCOTERMS),Quantity / Unit,Currency,Fairtrade minimum price,Fairtrade premium,Date of validity,Specific Product Standard,Product Specific Information
,,,,,,,,,,,,
Cane sugar,Conventional,Raw sugar (for direct consumption),Worldwide,SPO,FOB,1 MT,USD,Commercial price,60,1/10/2009,Cane sugar,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Amaranth,Conventional,grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,1/12/2016,Cereals,
,,,,,,,,,,,,
Amaranth,Organic,grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,1/12/2016,Cereals,
,,,,,,,,,,,,
Fonio,Conventional,,Western Africa,SPO,FOB,1 MT,EUR,1200,100,11/1/2007,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
Millet,Conventional,dried grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,29/01/2018,Cereals,group of small-seeded grasses;
Millet,Organic,dried grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,29/01/2018,Cereals,group of small-seeded grasses;
Quinoa,Conventional,processed (rinsed from saponine),South America,SPO,FOB,1 MT,USD,2250,260,1/4/2012,Cereals,at least 30% of the FP to be invested in environmental sustainability
Quinoa,Organic,processed (rinsed from saponine),South America,SPO,FOB,1 MT,USD,2600,260,1/4/2012,Cereals,at least 30% of the FP to be invested in environmental sustainability
,,,,,,,,,,,,
,,,,,,,,,,,,
Rice,Conventional,Basmati Traditional; paddy,India,SPO / CP,EXW,1 MT,EUR,333,41,1/2/2015,Cereals,
,,,,,,,,,,,,
Rice,Conventional,Burmese aromatic long grain rice; paddy,Myanmar,SPO,EXW,1 MT,MMK,506879,30709,23/09/2016,Cereals,
Rice,Conventional,Cambodian aromatic long grain rice; paddy,Cambodia,SPO,EXW,1 MT,KHR,1670619,101214,23/09/2016,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Rice,Conventional,glutinous (or sticky) white; paddy,Laos,SPO,EXW,1 kg,LAK,1500,200,10/2/2006,Cereals,
Rice,Conventional,glutinous (or sticky) white; paddy,Thailand,SPO,EXW,1 MT,THB,11749,870,1/6/2012,Cereals,
,,,,,,,,,,,,
Rice,Conventional,Non-Basmati and non-Sarbati; paddy,India,SPO / CP,EXW,1 MT,EUR,170,27,1/1/2020,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Rice,Conventional,Sakha; paddy,Egypt,SPO,EXW,1 MT,EUR,125,15,26/01/2004,Cereals,
Rice,Conventional,Sarbati; paddy,India,SPO / CP,EXW,1 MT,EUR,176,23,1/2/2015,Cereals,
Rice,Conventional,Thai long grain; paddy,Thailand,SPO,EXW,1 MT,THB,9399,870,1/6/2012,Cereals,
,,,,,,,,,,,,
Rice,Organic,Basmati Pusa; paddy,India,SPO / CP,EXW,1 MT,EUR,212,27,1/2/2015,Cereals,
Rice,Organic,Basmati Traditional; paddy,India,SPO / CP,EXW,1 MT,EUR,361,41,1/2/2015,Cereals,
,,,,,,,,,,,,
Rice,Organic,Burmese aromatic long grain rice; paddy,Myanmar,SPO,EXW,1 MT,MMK,552943,30709,23/09/2016,Cereals,
Rice,Organic,Cambodian aromatic long grain rice; paddy,Cambodia,SPO,EXW,1 MT,KHR,1822440,101214,23/09/2016,Cereals,
Rice,Organic,Giza; paddy,Egypt,SPO,EXW,1 MT,EUR,152,15,26/01/2004,Cereals,
Rice,Organic,glutinous (or sticky) black; paddy,Thailand,SPO,EXW,1 MT,THB,15665,870,1/6/2012,Cereals,
Rice,Organic,glutinous (or sticky) red; paddy,Thailand,SPO,EXW,1 MT,THB,15665,870,23/03/2016,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
Rice,Organic,Jasmine; paddy,Thailand,SPO,EXW,1 MT,THB,15665,870,1/6/2012,Cereals,
Rice,Organic,Non-Basmati and non-Sarbati; paddy,India,SPO / CP,EXW,1 MT,EUR,197,27,1/1/2020,Cereals,
,,,,,,,,,,,,
Rice,Organic,non-glutinous black; paddy,Thailand,SPO,EXW,1 MT,THB,15665,870,23/03/2016,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
Rice,Organic,Sarbati; paddy,India,SPO / CP,EXW,1 MT,EUR,198,23,1/2/2015,Cereals,
Rice,Organic,Thai long grain; paddy,Thailand,SPO,EXW,1 MT,THB,10182,870,1/6/2012,Cereals,
,,,,,,,,,,,,
Sorghum,Conventional,dried grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Cereals,
Sorghum,Organic,dried grain,Worldwide,SPO,EXW,,,Commercial price,15% of the commercial price,21/11/2018,Cereals,
,,,,,,,,,,,,
,,,,,,,,,,,,
Cocoa,Conventional,Beans,Worldwide (exc. Ivory Coast),SPO,FOB,1 MT,USD,2400,240,1/10/2019,Cocoa,
,,,,,,,,,,,,
Cocoa,Conventional,Butter,Worldwide,SPO,EXW,1 MT,USD,Commercial price,479,1/2/2020,Cocoa,
,,,,,,,,,,,,
Cocoa,Conventional,Liquor,Worldwide,SPO,EXW,1 MT,USD,2688,300,1/2/2020,Cocoa,
,,,,,,,,,,,,
Cocoa,Conventional,Powder,Worldwide,SPO,EXW,1 MT,USD,Commercial price,425,1/2/2020,Cocoa,
,,,,,,,,,,,,
,,,,,,,,,,,,
Cocoa,Organic,Beans,Worldwide (exc. Ivory Coast),SPO,FOB,1 MT,USD,Organic differential: +300,240,1/10/2019,Cocoa,
,,,,,,,,,,,,
Cocoa,Organic,Butter,Worldwide,SPO,EXW,1 MT,USD,Organic differential: +375,479,1/2/2020,Cocoa,
,,,,,,,,,,,,
Cocoa,Organic,Liquor,Worldwide,SPO,EXW,1 MT,USD,Organic differential: +375,300,1/2/2020,Cocoa,
,,,,,,,,,,,,
Cocoa,Organic,Powder,Worldwide,SPO,EXW,1 MT,USD,Organic differential: +375,425,1/2/2020,Cocoa,
Coffee,Conventional,Arabica;Natural,Worldwide,SPO,FOB,1 pound,USD,1.75,0.2,1/8/2023,Coffee,Natural; at least 0.05 of the FP to be used for productivity/quality
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Coffee,Organic,Arabica;Natural,Worldwide,SPO,FOB,1 pound,USD,Organic differential: +0.40,0.2,1/8/2023,Coffee,Natural; For further information see requirement 4.1.1 of the Coffee Standard.
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Fairtrade carbon credit,,,Worldwide,FCC producer organization,Issued FCCs,1 tCO2e,EUR,13,1.5,1/1/2016,Fairtrade Climate Standard,Afforestation/reforestation project;
Fairtrade carbon credit,,,Worldwide,FCC producer organization,Issued FCCs,1 tCO2e,EUR,8.2,1,1/1/2016,Fairtrade Climate Standard,Energy efficiency project;
Fairtrade carbon credit,,,Worldwide,FCC producer organization,Issued FCCs,1 tCO2e,EUR,8.1,1,1/1/2016,Fairtrade Climate Standard,Renewable energy project;
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Seed Cotton,Conventional,Gossypium barbadense,Western Africa,SPO,EXW,1 kg,EUR,0.5,0.05,15/10/2011,Fibre crops,e.g. Giza; PIMA
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Seed Cotton,Organic,Gossypium barbadense,Western Africa,SPO,EXW,1 kg,EUR,0.6,0.05,15/10/2011,Fibre crops,e.g. Giza; PIMA
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Cut Flowers and Cut Foliage,Conventional,Bouquets,Worldwide,HL,FOB,1 bouquets,,Commercial price,10% of the commercial price,31/10/2008,Flowers and Plants,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Acai,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Acai,Organic,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Apple,Conventional,,South America,SPO / HL,EXW,1 kg,USD,0.5,0.08,28/09/2009,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Apple,Organic,,South America,SPO / HL,FOB,1 kg,USD,0.63,0.08,10/2/2010,Fresh Fruit,
,,,,,,,,,,,,
Apricot,Conventional,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,15/10/2013,Fresh Fruit,
,,,,,,,,,,,,
Apricot,Organic,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,15/10/2013,Fresh Fruit,
,,,,,,,,,,,,
Avocado,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,1.04,0.12,15/09/2010,Fresh Fruit,All varieties;
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Avocado,Organic,,Worldwide,SPO / HL,FOB,1 kg,USD,1.65,0.12,15/09/2010,Fresh Fruit,All varieties;
Baby Banana - coastal,Conventional,Fresh,Worldwide,SPO / HL,EXW,1 kg,USD,0.53,0.15,18/11/2011,Fresh Fruit,diploid; below altitude of 800 meters above sea level;
Baby Banana - coastal,Organic,Fresh,Worldwide,SPO / HL,EXW,1 kg,USD,0.7,0.15,18/11/2011,Fresh Fruit,diploid; below altitude of 800 meters above sea level;
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Banana,Conventional,Fresh,Colombia,SPO / HL,FOB S.Marta/Turbo,18.14 kg,USD,11.55,1,From 01/01/2025 until 31/12/2025,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Banana,Organic,Fresh,Colombia,SPO / HL,FOB S.Marta,18.14 kg,USD,13.9,1,From 01/01/2025 until 31/12/2025,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Baobab,Conventional,for processing,Africa,SPO,EXW,1 kg,USD,Commercial price,0.05,15/07/2010,Fresh Fruit,
Baobab,Organic,for processing,Africa,SPO,EXW,1 kg,USD,Commercial price,0.05,15/07/2010,Fresh Fruit,
,,,,,,,,,,,,
Blackcurrant,Conventional,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,4/9/2013,Fresh Fruit,
,,,,,,,,,,,,
Blackcurrant,Organic,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,4/9/2013,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blueberry,Conventional,,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.75,15/07/2010,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Blueberry,Organic,,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.75,15/07/2010,Fresh Fruit,
,,,,,,,,,,,,
Cherry,Conventional,for processing,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
Cherry,Organic,for processing,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Conventional,for processing,Egypt,SPO / HL,EXW,1 kg,EUR,0.6,0.09,21/09/2021,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Date,Organic,for processing,Egypt,SPO / HL,EXW,1 Kg,EUR,0.64,0.09,21/09/2021,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Dragon Fruit,Conventional,Fresh,Worldwide,SPO / HL,EXW,1,,Commercial price,15% of the commercial price,5/12/2014,Fresh Fruit,
,,,,,,,,,,,,
Dragon Fruit,Organic,Fresh,Worldwide,SPO / HL,EXW,1,,Commercial price,15% of the commercial price,5/12/2014,Fresh Fruit,
,,,,,,,,,,,,
Grapefruit,Conventional,,Mexico,SPO / HL,EXW,1 kg,USD,0.39,0.06,14/08/2008,Fresh Fruit,including packing
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Grapefruit,Organic,,Mexico,SPO / HL,EXW,1 kg,USD,0.46,0.06,14/08/2008,Fresh Fruit,including packing
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Jackfruit,Conventional,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,19/10/2018,Fresh Fruit,
,,,,,,,,,,,,
Jackfruit,Organic,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the commercial price,19/10/2018,Fresh Fruit,
Langsat,Conventional,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Fresh fruit,
Langsat,Organic,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Fresh fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lemon,Conventional,,Egypt,SPO / HL,FOB,1 kg,EUR,0.25,0.04,22/09/2006,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lemon,Organic,,Egypt,SPO / HL,FOB,1 kg,EUR,0.31,0.04,22/01/2008,Fresh Fruit,
Lime,Conventional,for processing,worldwide,SPO / HL,FOB,kg,USD,Commercial price,15% of the commercial price,1/1/2021,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lime,Organic,for processing,worldwide,SPO / HL,FOB,kg,USD,Commercial price,15% of the commercial price,1/1/2021,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lychee,Conventional,,Southern Africa (exc. Madagascar),SPO / HL,FOB,1 kg,EUR,2.13,0.12,1/11/2010,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Lychee,Organic,,Southern Africa (exc. Madagascar),SPO / HL,FOB,1 kg,EUR,2.19,0.12,1/11/2010,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Mango,Conventional,fresh,worldwide (exc. countries/regions with specific prices),SPO / HL,EXW,1 kg,USD,0.62,0.09,1/1/2020,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Mango,Organic,fresh,worldwide (exc. countries/regions with specific prices),SPO / HL,EXW,1 kg,USD,0.72,0.09,1/1/2020,Fresh Fruit,
,,,,,,,,,,,,
Mangosteen,Conventional,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Fresh fruit,
Mangosteen,Organic,fresh,Worldwide,SPO / HL,EXW,,,Commercial price,15% of the Commercial price,13/04/2018,Fresh fruit,
Marula,Conventional,for processing,Africa,SPO,EXW,1 kg,USD,Commercial price,0.025,15/07/2010,Fresh Fruit,
Marula,Organic,for processing,Africa,SPO,EXW,1 kg,USD,Commercial price,0.025,15/07/2010,Fresh Fruit,
,,,,,,,,,,,,
Melon,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,0.1,19/09/2011,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Melon,Organic,,Worldwide,SPO / HL,FOB,1 kg,USD,Commercial price,0.1,19/09/2011,Fresh Fruit,
Mini Watermelon,Conventional,,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.04,31/03/2011,Fresh Fruit,not exceeding 3.2 kg in weight;
Mini Watermelon,Organic,,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.04,31/03/2011,Fresh Fruit,not exceeding 3.2 kg in weight;
Nectarine,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the Commercial price,14/10/2022,Fresh Fruit,
Nectarine,Organic,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the Commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Orange,Conventional,for juice,Worldwide,SPO / HL,EXW,40.8 Kg,USD,5,0.5,7/1/2019,Fresh Fruit,for processing in consumer countries
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Orange,Organic,for juice,Worldwide,SPO / HL,EXW,40.8 Kg,USD,7.5,0.8,7/1/2019,Fresh Fruit,for processing in consumer countries
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Papaya,Conventional,fresh,Worldwide (exc. Brazil),SPO / HL,FOB,,,Commercial price,11% of the commercial price,15/01/2018,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Papaya,Organic,fresh,Brazil,SPO / HL,EXW,2 kg,EUR,Commercial price,1.18,16/01/2018,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Passion Fruit,Conventional,for processing,South-Eastern Asia,SPO / HL,EXW,1 MT,USD,240,36,8/3/2012,Fresh Fruit,
,,,,,,,,,,,,
Passion fruit,Conventional,,Worldwide,SPO / HL,EXW,1 MT,USD,Commercial price,100,8/3/2012,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Passion Fruit,Organic,for processing,South-Eastern Asia,SPO / HL,EXW,1 MT,USD,264,39,8/3/2012,Fresh Fruit,
,,,,,,,,,,,,
Passion fruit,Organic,,Worldwide,SPO / HL,EXW,1 MT,USD,Commercial price,110,8/3/2012,Fresh Fruit,
Peach,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
Peach,Organic,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Pear,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
,,,,,,,,,,,,
Pear,Organic,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,
,,,,,,,,,,,,
Physalis,Conventional,fresh,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.1,4/5/2011,Fresh Fruit,
,,,,,,,,,,,,
Physalis,Organic,fresh,Worldwide,SPO / HL,EXW/FOB,1 kg,USD,Commercial price,0.1,4/5/2011,Fresh Fruit,
Pineapple,Conventional,for drying,South-Eastern Asia,SPO,EXW,1 kg,USD,0.18,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,for drying,Southern Asia,SPO,EXW,1 kg,EUR,0.19,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,for drying,Western Africa,SPO / HL,EXW,1 kg,USD,0.19,0.03,15/03/2021,Fresh Fruit,
Pineapple,Conventional,for processing,South-Eastern Asia,SPO / HL,EXW,1 kg,USD,0.18,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,for processing,Southern Africa,SPO / HL,EXW,1 kg,USD,0.19,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,for processing,Southern Asia,SPO / HL,EXW,1 kg,EUR,0.19,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,for processing,Western Africa,SPO / HL,EXW,1 kg,USD,0.19,0.03,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Central America and Mexico,SPO / HL,EXW,1 kg,USD,0.53,0.06,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Central America and Mexico,SPO / HL,FOB,1 kg,USD,0.66,0.06,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,South-Eastern Asia,SPO / HL,EXW,1 kg,USD,0.24,0.06,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,South-Eastern Asia,SPO / HL,FOB,1 kg,USD,0.36,0.06,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Southern Asia,SPO / HL,EXW,1 kg,EUR,0.31,0.05,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Southern Asia,SPO / HL,FOB,1 kg,EUR,0.41,0.05,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Western Africa,SPO / HL,EXW,1 kg,EUR,0.33,0.05,3/4/2018,Fresh Fruit,
Pineapple,Conventional,fresh,Western Africa,SPO / HL,FOB,1 kg,EUR,0.46,0.05,3/4/2018,Fresh Fruit,
Pineapple,Organic,for drying,South-Eastern Asia,SPO,EXW,1 kg,USD,0.2,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,for drying,Southern Asia,SPO,EXW,1 kg,EUR,0.21,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,for drying,Western Africa,SPO / HL,EXW,1 kg,USD,0.22,0.03,15/03/2021,Fresh Fruit,
Pineapple,Organic,for processing,South-Eastern Asia,SPO / HL,EXW,1 kg,USD,0.2,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,for processing,Southern Africa,SPO / HL,EXW,1 kg,USD,0.22,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,for processing,Southern Asia,SPO / HL,EXW,1 kg,EUR,0.21,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,for processing,Western Africa,SPO / HL,EXW,1 kg,USD,0.22,0.03,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Central America and Mexico,SPO / HL,EXW,1 kg,USD,0.7,0.06,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Central America and Mexico,SPO / HL,FOB,1 kg,USD,0.83,0.06,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,South-Eastern Asia,SPO / HL,EXW,1 kg,USD,0.28,0.06,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,South-Eastern Asia,SPO / HL,FOB,1 kg,USD,0.4,0.06,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Southern Asia,SPO / HL,EXW,1 kg,EUR,0.36,0.05,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Southern Asia,SPO / HL,FOB,1 kg,EUR,0.47,0.05,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Western Africa,SPO / HL,EXW,1 kg,EUR,0.46,0.05,3/4/2018,Fresh Fruit,
Pineapple,Organic,fresh,Western Africa,SPO / HL,FOB,1 kg,EUR,0.59,0.05,3/4/2018,Fresh Fruit,
Plantain,Conventional,for processing,Worldwide,SPO / HL,EXW,1 kg,USD,0.26,0.03,9/8/2013,Fresh Fruit,
Plantain,Conventional,Fresh,Worldwide,SPO / HL,EXW,22 kg,USD,8.35,1.25,9/8/2013,Fresh Fruit,
Plantain,Organic,for processing,Worldwide,SPO / HL,EXW,1 kg,USD,0.31,0.03,21/01/2014,Fresh Fruit,
Plantain,Organic,Fresh,Worldwide,SPO / HL,EXW,22 kg,USD,11.7,1.25,9/8/2013,Fresh Fruit,
Plum,Conventional,,Worldwide,SPO / HL,EXW,1 kg,USD,Commercial price,15% of the commercial price,14/10/2022,Fresh Fruit,all varieties;
Pomegranate,Conventional,for drying,Worldwide,SPO,EXW,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
Pomegranate,Conventional,for processing,Worldwide,SPO / HL,EXW,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
Pomegranate,Conventional,fresh,Worldwide,SPO / HL,EXW/FOB,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
Pomegranate,Organic,for drying,Worldwide,SPO,EXW,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
Pomegranate,Organic,for processing,Worldwide,SPO / HL,EXW,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
Pomegranate,Organic,fresh,Worldwide,SPO / HL,EXW/FOB,1 Kg,USD,Commercial price,15% of the commercial price,4/10/2012,Fresh Fruit,
